incident_id,incident_date,incident_time,hour,day_of_week,month,year,province,precinct,latitude,longitude,crime_category,crime_subcategory,attack_pattern,weapon_used,suspect_count,victim_age,victim_gender,property_lost,property_recovered,arrest_made,clearance_rate_days,gang_related,repeat_location
SAPS-2024-000010,2024-02-04,14:42:00,14,Sunday,2,2024,Limpopo,Giyani,-23.08222065791643,29.278987721304084,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,No weapon,2,25,M,33808.56,5966.96,0,,0,0
SAPS-2023-000011,2023-11-08,07:02:00,7,Wednesday,11,2023,Gauteng,Roodepoort,-26.207855351464783,27.866361843293692,Robbery,Business robbery,Standard Business robbery,Firearm,2,60,F,13231.18,3713.39,0,,0,0
SAPS-2023-000012,2023-12-27,08:27:00,8,Wednesday,12,2023,Eastern Cape,Motherwell,-33.04393001578296,27.070351922786028,Property Crime,Housebreaking,Standard Housebreaking,No weapon,3,21,M,72821.36,17490.07,1,18.1,0,0
SAPS-2024-000013,2024-06-26,21:04:00,21,Wednesday,6,2024,Gauteng,Hillbrow,-26.30032621784164,28.014234438413613,Violent Crime,Kidnapping,Kidnapping - extortion,Other,7,52,M,0.0,0.0,0,,1,0
SAPS-2022-000014,2022-05-01,21:57:00,21,Sunday,5,2022,Gauteng,Pretoria Central,-25.907585431137957,27.54645041272,Sexual Offenses,Rape,Standard Rape,Knife,2,34,F,69659.15,15265.91,0,,0,0
SAPS-2022-000015,2022-05-05,23:37:00,23,Thursday,5,2022,Western Cape,Mitchells Plain,-33.896227574049284,18.302314474212373,Violent Crime,Attempted murder,Standard Attempted murder,Blunt object,6,48,M,50782.85,12970.08,1,7.0,1,0
SAPS-2022-000016,2022-06-17,19:39:00,19,Friday,6,2022,Western Cape,Bellville,-34.16747420350736,18.769331322352002,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,No weapon,3,51,F,0.0,0.0,0,,0,0
SAPS-2023-000017,2023-10-10,19:29:00,19,Tuesday,10,2023,Gauteng,Pretoria Central,-25.53436796692544,28.30839734811646,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Firearm,6,54,M,21315.43,1695.86,0,,1,0
SAPS-2023-000018,2023-09-12,17:34:00,17,Tuesday,9,2023,North West,Klerksdorp,-26.89077246165326,25.195344228012768,Violent Crime,Attempted murder,Standard Attempted murder,Other,3,51,M,0.0,0.0,0,,0,0
SAPS-2023-000019,2023-07-12,20:09:00,20,Wednesday,7,2023,Gauteng,Hillbrow,-25.815766973487843,27.9401524937396,Violent Crime,Murder,Domestic violence,Blunt object,3,39,M,0.0,0.0,0,,0,0
SAPS-2022-000020,2022-09-25,06:21:00,6,Sunday,9,2022,Gauteng,Jeppe,-26.37796176515522,27.99517691011127,Robbery,Carjacking,Hijacking - driveway,Blunt object,5,53,F,11187.39,3171.8,0,,1,1
SAPS-2023-000021,2023-09-24,16:02:00,16,Sunday,9,2023,Gauteng,Soweto,-26.46561147888478,28.409320402078784,Contact Crime,Common assault,Standard Common assault,Blunt object,1,40,M,0.0,0.0,0,,0,0
SAPS-2022-000022,2022-11-29,22:15:00,22,Tuesday,11,2022,KwaZulu-Natal,Pietermaritzburg,-29.870610009199993,31.162522284353983,Contact Crime,Common assault,Standard Common assault,Knife,1,29,F,0.0,0.0,0,,0,0
SAPS-2024-000023,2024-02-23,20:06:00,20,Friday,2,2024,Eastern Cape,East London,-33.18828892391059,26.54013604235562,Violent Crime,Attempted murder,Standard Attempted murder,Firearm,1,30,F,82053.64,21448.57,1,59.7,0,0
SAPS-2023-000024,2023-11-10,19:25:00,19,Friday,11,2023,Gauteng,Jeppe,-25.95328972065672,27.684854455525528,Violent Crime,Assault GBH,Standard Assault GBH,Firearm,4,29,F,59657.13,6186.81,0,,1,0
SAPS-2024-000025,2024-06-12,12:45:00,12,Wednesday,6,2024,Limpopo,Polokwane,-22.54562305835316,30.55026564672223,Sexual Offenses,Rape,Standard Rape,Firearm,3,61,M,6997.38,1394.38,1,28.9,0,0
SAPS-2024-000026,2024-04-04,19:20:00,19,Thursday,4,2024,Eastern Cape,Mdantsane,-32.56050105843581,27.289654700855298,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Blunt object,1,44,F,0.0,0.0,0,,0,0
SAPS-2023-000027,2023-10-22,13:27:00,13,Sunday,10,2023,Gauteng,Sandton,-25.902100021188915,28.421874235023118,Robbery,Street robbery,Standard Street robbery,No weapon,3,31,F,0.0,0.0,0,,0,0
SAPS-2023-000028,2023-04-27,08:48:00,8,Thursday,4,2023,KwaZulu-Natal,Phoenix,-29.95575374897404,30.695982862419147,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Blunt object,3,27,M,98393.6,18043.63,0,,1,0
SAPS-2024-000029,2024-03-29,20:31:00,20,Friday,3,2024,North West,Potchefstroom,-27.409545422178923,25.65066066152653,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Knife,7,18,M,0.0,0.0,0,,1,0
SAPS-2024-000030,2024-07-23,22:07:00,22,Tuesday,7,2024,KwaZulu-Natal,Pietermaritzburg,-29.80566135515526,30.771349031773894,Robbery,Business robbery,Standard Business robbery,Knife,3,51,F,0.0,0.0,0,,0,0
SAPS-2024-000031,2024-08-30,22:47:00,22,Friday,8,2024,Eastern Cape,Gqeberha,-32.67126249084807,26.213506653387178,Sexual Offenses,Sexual assault,Standard Sexual assault,No weapon,3,58,F,0.0,0.0,0,,1,0
SAPS-2022-000032,2022-06-15,13:20:00,13,Wednesday,6,2022,Gauteng,Jeppe,-26.21906549031262,28.042696083158248,Violent Crime,Attempted murder,Standard Attempted murder,Knife,5,62,M,0.0,0.0,1,37.3,1,0
SAPS-2022-000033,2022-02-10,22:37:00,22,Thursday,2,2022,Western Cape,Mitchells Plain,-34.12953788751262,18.681318188452423,Sexual Offenses,Sexual assault,Standard Sexual assault,Other,1,40,F,0.0,0.0,0,,0,0
SAPS-2024-000034,2024-06-11,17:17:00,17,Tuesday,6,2024,Western Cape,Bellville,-34.16272467816012,18.79213216196031,Contact Crime,Common assault,Standard Common assault,No weapon,4,60,F,0.0,0.0,0,,1,0
SAPS-2022-000035,2022-06-21,18:01:00,18,Tuesday,6,2022,Limpopo,Giyani,-22.841632846055013,29.397431363068346,Robbery,Carjacking,Hijacking - traffic light,No weapon,5,29,M,32735.27,4465.41,1,79.3,1,0
SAPS-2022-000036,2022-04-17,04:34:00,4,Sunday,4,2022,Free State,Bethlehem,-28.991716824314597,27.038653571137086,Violent Crime,Murder,Argument escalation,Blunt object,2,67,M,0.0,0.0,0,,1,1
SAPS-2023-000037,2023-03-23,17:07:00,17,Thursday,3,2023,Gauteng,Hillbrow,-25.793142656152384,28.229007168040987,Property Crime,Housebreaking,Standard Housebreaking,No weapon,2,28,M,0.0,0.0,0,,0,0
SAPS-2023-000038,2023-02-11,16:45:00,16,Saturday,2,2023,KwaZulu-Natal,Phoenix,-29.614364826657027,30.57404465173409,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Firearm,3,33,M,0.0,0.0,1,61.9,0,0
SAPS-2024-000039,2024-01-29,18:42:00,18,Monday,1,2024,Eastern Cape,Gqeberha,-33.141534271455726,25.73173811905026,Robbery,Street robbery,Standard Street robbery,Firearm,2,18,F,0.0,0.0,1,86.5,0,0
SAPS-2023-000040,2023-07-08,20:41:00,20,Saturday,7,2023,Mpumalanga,Witbank,-25.136896574124407,30.246596253655117,Sexual Offenses,Rape,Standard Rape,Other,3,67,F,82573.46,14676.8,1,22.8,0,0
SAPS-2024-000041,2024-02-16,18:42:00,18,Friday,2,2024,Gauteng,Pretoria Central,-26.16910197514735,27.563558350286023,Property Crime,Theft out of motor vehicle,Standard Theft out of motor vehicle,Blunt object,8,38,M,35482.5,2750.1,0,,1,0
SAPS-2024-000042,2024-04-12,08:46:00,8,Friday,4,2024,North West,Potchefstroom,-26.878035356568674,25.650366644053495,Robbery,Business robbery,Standard Business robbery,No weapon,1,62,F,0.0,0.0,0,,0,0
SAPS-2024-000043,2024-01-26,14:37:00,14,Friday,1,2024,Gauteng,Hillbrow,-25.770393821661937,28.137557471355212,Sexual Offenses,Rape,Standard Rape,No weapon,2,45,F,45374.53,4173.86,1,65.2,0,0
SAPS-2024-000044,2024-12-10,20:17:00,20,Tuesday,12,2024,Eastern Cape,East London,-32.612787257423676,26.4444298503239,Property Crime,Housebreaking,Standard Housebreaking,Other,2,30,F,17944.15,76.16,0,,1,0
SAPS-2024-000045,2024-10-02,19:48:00,19,Wednesday,10,2024,Limpopo,Giyani,-23.820608631092547,30.42648957444599,Violent Crime,Attempted murder,Standard Attempted murder,Firearm,3,36,F,34070.59,9868.52,1,77.7,0,1
SAPS-2023-000046,2023-09-15,10:36:00,10,Friday,9,2023,Gauteng,Pretoria Central,-25.739214951383104,28.061277197569495,Robbery,House robbery,Home invasion - night,Firearm,1,53,F,0.0,0.0,0,,0,0
SAPS-2023-000047,2023-09-18,21:27:00,21,Monday,9,2023,Western Cape,Nyanga,-33.81451641002272,18.496277357818634,Sexual Offenses,Sexual assault,Standard Sexual assault,Other,3,65,M,0.0,0.0,1,19.8,0,0
SAPS-2024-000048,2024-07-11,10:26:00,10,Thursday,7,2024,Gauteng,Hillbrow,-25.977267170618006,27.92754101835855,Contact Crime,Common assault,Standard Common assault,Other,1,32,F,0.0,0.0,0,,0,0
SAPS-2023-000049,2023-04-06,16:34:00,16,Thursday,4,2023,KwaZulu-Natal,Phoenix,-29.98729043662795,30.607891426993305,Contact Crime,Common assault,Standard Common assault,Knife,1,22,M,30761.18,6911.65,0,,0,0
SAPS-2024-000050,2024-06-15,17:31:00,17,Saturday,6,2024,Gauteng,Roodepoort,-26.468570814313267,28.136410411263782,Violent Crime,Kidnapping,Kidnapping - ATM forced,Firearm,2,65,F,0.0,0.0,1,21.4,0,0
SAPS-2022-000051,2022-12-25,18:48:00,18,Sunday,12,2022,Mpumalanga,Ermelo,-25.685644018923675,30.017141382329406,Robbery,Street robbery,Standard Street robbery,No weapon,2,35,M,0.0,0.0,0,,0,0
SAPS-2022-000052,2022-11-26,14:06:00,14,Saturday,11,2022,Limpopo,Lebowakgomo,-22.63865028911086,29.49858445829775,Violent Crime,Kidnapping,Kidnapping - ATM forced,Blunt object,2,36,F,0.0,0.0,0,,0,0
SAPS-2024-000053,2024-08-04,21:00:00,21,Sunday,8,2024,Gauteng,Soweto,-26.08961707696437,28.255551138543048,Robbery,Carjacking,Hijacking - traffic light,No weapon,6,41,F,0.0,0.0,0,,1,0
SAPS-2023-000054,2023-05-06,09:40:00,9,Saturday,5,2023,Western Cape,Khayelitsha,-34.08560091725419,18.246187945897276,Sexual Offenses,Sexual assault,Standard Sexual assault,Knife,1,53,F,99225.71,27175.83,0,,0,1
SAPS-2024-000055,2024-08-25,16:30:00,16,Sunday,8,2024,Mpumalanga,Middelburg,-25.71024854708623,29.32244257450801,Violent Crime,Assault GBH,Standard Assault GBH,Knife,1,42,M,0.0,0.0,0,,0,0
SAPS-2023-000056,2023-07-02,22:32:00,22,Sunday,7,2023,Mpumalanga,Secunda,-25.070302347657428,30.616240759128836,Sexual Offenses,Sexual assault,Standard Sexual assault,Firearm,4,55,F,0.0,0.0,1,44.1,1,0
SAPS-2023-000057,2023-05-05,21:44:00,21,Friday,5,2023,Eastern Cape,Motherwell,-32.866596243489575,27.242921180375436,Sexual Offenses,Sexual assault,Standard Sexual assault,Other,2,20,F,0.0,0.0,0,,0,0
SAPS-2023-000058,2023-11-11,09:37:00,9,Saturday,11,2023,Western Cape,Mitchells Plain,-33.79816396155044,18.311942035331622,Sexual Offenses,Rape,Standard Rape,Firearm,2,24,F,14415.54,3766.49,0,,0,1
SAPS-2024-000059,2024-12-28,07:21:00,7,Saturday,12,2024,Eastern Cape,Mdantsane,-32.607441001510026,26.578684483831303,Violent Crime,Kidnapping,Kidnapping - banking transfer,No weapon,3,63,F,0.0,0.0,1,7.1,0,0
SAPS-2022-000060,2022-07-25,20:45:00,20,Monday,7,2022,Free State,Welkom,-27.788839767253908,27.240228249808734,Robbery,Carjacking,Hijacking - fake accident,No weapon,4,19,M,5611.92,603.5,0,,1,0
SAPS-2024-000061,2024-02-23,07:55:00,7,Friday,2,2024,Western Cape,Mitchells Plain,-34.04099826251407,18.266031154716604,Property Crime,Housebreaking,Standard Housebreaking,Other,2,55,M,63790.46,8794.86,0,,0,0
SAPS-2023-000062,2023-09-05,07:22:00,7,Tuesday,9,2023,Western Cape,Khayelitsha,-34.08603241872903,18.456264673175752,Contact Crime,Common assault,Standard Common assault,No weapon,2,37,M,0.0,0.0,0,,0,1
SAPS-2022-000063,2022-02-14,23:18:00,23,Monday,2,2022,Western Cape,Khayelitsha,-33.790992617038754,18.71643834995381,Contact Crime,Robbery with firearm,Standard Robbery with firearm,No weapon,6,61,M,0.0,0.0,0,,1,0
SAPS-2023-000064,2023-05-29,12:12:00,12,Monday,5,2023,North West,Mahikeng,-27.486095738937617,26.02149460515513,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Knife,3,59,M,44082.32,7664.69,0,,0,1
SAPS-2024-000065,2024-01-20,11:50:00,11,Saturday,1,2024,Gauteng,Roodepoort,-26.08258899685122,27.72210781047073,Sexual Offenses,Rape,Standard Rape,Other,2,28,F,0.0,0.0,0,,0,0
SAPS-2024-000066,2024-03-24,10:14:00,10,Sunday,3,2024,Gauteng,Soweto,-26.380134632666316,27.837615171403627,Robbery,Carjacking,Hijacking - fake accident,Other,2,18,F,45478.6,9179.79,0,,0,0
SAPS-2023-000067,2023-11-03,17:39:00,17,Friday,11,2023,Mpumalanga,Secunda,-25.05709029608748,29.646405864041512,Robbery,Business robbery,Standard Business robbery,Other,2,58,F,0.0,0.0,1,37.3,1,1
SAPS-2022-000068,2022-10-05,08:56:00,8,Wednesday,10,2022,Free State,Sasolburg,-28.22181406738495,26.757547397237943,Sexual Offenses,Rape,Standard Rape,No weapon,3,65,F,72659.92,19300.23,0,,0,0
SAPS-2023-000069,2023-04-29,12:28:00,12,Saturday,4,2023,KwaZulu-Natal,Phoenix,-29.818185198810355,31.47178208272096,Robbery,Street robbery,Standard Street robbery,Blunt object,7,41,F,27588.14,8013.31,0,,1,0
SAPS-2023-000070,2023-05-14,06:21:00,6,Sunday,5,2023,Gauteng,Hillbrow,-25.537552705057887,27.751782295825365,Contact Crime,Common assault,Standard Common assault,Knife,1,22,M,81305.3,5683.21,0,,0,0
SAPS-2022-000071,2022-12-24,18:51:00,18,Saturday,12,2022,KwaZulu-Natal,Phoenix,-29.751375747053807,30.80087830981677,Property Crime,Housebreaking,Standard Housebreaking,Firearm,1,26,M,78843.15,13928.11,1,24.6,0,1
SAPS-2022-000072,2022-08-12,20:32:00,20,Friday,8,2022,Western Cape,Cape Town Central,-34.05757975281127,18.22213216841272,Robbery,Carjacking,Hijacking - driveway,No weapon,3,20,F,96402.62,1759.12,0,,0,0
SAPS-2022-000073,2022-10-31,22:20:00,22,Monday,10,2022,KwaZulu-Natal,Pietermaritzburg,-29.69521783301005,31.00267902322886,Sexual Offenses,Rape,Standard Rape,Firearm,6,58,F,59739.19,5285.09,0,,1,0
SAPS-2023-000074,2023-04-13,16:56:00,16,Thursday,4,2023,Eastern Cape,Port Elizabeth,-33.44852124875001,26.057292928473224,Contact Crime,Common assault,Standard Common assault,No weapon,2,43,F,0.0,0.0,1,28.8,0,0
SAPS-2024-000075,2024-02-03,08:06:00,8,Saturday,2,2024,Free State,Bethlehem,-27.63760117105002,25.59890472666743,Robbery,House robbery,Home invasion - night,Knife,3,53,F,0.0,0.0,0,,0,0
SAPS-2022-000076,2022-08-01,19:22:00,19,Monday,8,2022,Free State,Bethlehem,-28.782657691863164,26.223631900693906,Robbery,Street robbery,Standard Street robbery,Other,1,60,F,10821.84,2744.55,0,,0,0
SAPS-2023-000077,2023-07-02,19:42:00,19,Sunday,7,2023,KwaZulu-Natal,Pietermaritzburg,-29.5071747729447,30.7420552715115,Contact Crime,Common assault,Standard Common assault,Firearm,7,66,F,0.0,0.0,1,17.1,1,1
SAPS-2022-000078,2022-07-07,19:01:00,19,Thursday,7,2022,KwaZulu-Natal,Durban Central,-29.66393222629706,31.26161961532872,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Other,5,47,F,31163.74,3032.7,0,,1,0
SAPS-2023-000079,2023-07-12,06:05:00,6,Wednesday,7,2023,North West,Mahikeng,-27.024724912015202,26.45643269722372,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,No weapon,2,56,F,21556.9,3313.38,0,,0,1
SAPS-2022-000080,2022-04-23,06:25:00,6,Saturday,4,2022,KwaZulu-Natal,Chatsworth,-29.816108433640373,31.13230583059358,Sexual Offenses,Sexual assault,Standard Sexual assault,Firearm,3,67,M,0.0,0.0,1,11.7,1,0
SAPS-2023-000081,2023-12-27,17:53:00,17,Wednesday,12,2023,Western Cape,Mitchells Plain,-33.883235144619555,18.521464810444854,Sexual Offenses,Rape,Standard Rape,Firearm,3,20,F,92116.24,23824.3,0,,0,0
SAPS-2022-000082,2022-12-18,04:20:00,4,Sunday,12,2022,Eastern Cape,Motherwell,-33.40971022994559,27.170604991178475,Violent Crime,Murder,Argument escalation,Other,3,41,M,10586.31,1383.66,0,,0,1
SAPS-2024-000083,2024-11-11,20:04:00,20,Monday,11,2024,North West,Klerksdorp,-26.85843987005653,25.373037020799707,Property Crime,Theft out of motor vehicle,Standard Theft out of motor vehicle,Firearm,1,67,F,95822.33,18554.35,1,10.1,0,0
SAPS-2024-000084,2024-10-08,22:40:00,22,Tuesday,10,2024,Gauteng,Hillbrow,-26.459224858445236,28.09089294318824,Robbery,Business robbery,Standard Business robbery,No weapon,3,46,F,0.0,0.0,0,,0,1
SAPS-2024-000085,2024-11-05,19:22:00,19,Tuesday,11,2024,Gauteng,Pretoria Central,-25.822435638157717,27.516587828927857,Violent Crime,Assault GBH,Standard Assault GBH,Firearm,2,20,M,28707.7,5552.07,0,,0,1
SAPS-2023-000086,2023-01-21,17:51:00,17,Saturday,1,2023,KwaZulu-Natal,Pietermaritzburg,-29.74395347085036,30.72649577519794,Sexual Offenses,Rape,Standard Rape,Blunt object,3,27,M,81096.68,20372.55,0,,0,1
SAPS-2024-000087,2024-12-09,17:28:00,17,Monday,12,2024,KwaZulu-Natal,Durban Central,-29.677413604795277,30.67436642900499,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Other,2,41,F,77446.48,15773.47,1,57.1,0,0
SAPS-2022-000088,2022-11-04,12:54:00,12,Friday,11,2022,Gauteng,Sandton,-25.809062261897534,27.886735346300537,Sexual Offenses,Sexual assault,Standard Sexual assault,Blunt object,7,27,F,65605.47,13031.91,1,64.1,1,1
SAPS-2024-000089,2024-12-14,20:47:00,20,Saturday,12,2024,KwaZulu-Natal,Phoenix,-29.53163500563163,30.637520944145994,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,Firearm,2,50,F,30886.61,8813.52,0,,0,0
SAPS-2022-000090,2022-07-27,13:50:00,13,Wednesday,7,2022,Gauteng,Hillbrow,-26.15893364894974,27.61347352124059,Property Crime,Housebreaking,Standard Housebreaking,Other,3,51,M,0.0,0.0,0,,0,0
SAPS-2022-000091,2022-12-06,21:49:00,21,Tuesday,12,2022,KwaZulu-Natal,Inanda,-29.53765319086072,31.377339353380982,Property Crime,Housebreaking,Standard Housebreaking,No weapon,4,61,M,0.0,0.0,0,,1,0
SAPS-2024-000092,2024-08-18,14:51:00,14,Sunday,8,2024,Eastern Cape,East London,-33.242058372284845,26.819968092068358,Contact Crime,Common assault,Standard Common assault,Knife,3,46,F,0.0,0.0,0,,0,0
SAPS-2022-000093,2022-04-17,09:16:00,9,Sunday,4,2022,Western Cape,Mitchells Plain,-33.791388899899395,18.533120486959678,Property Crime,Theft of motor vehicle,Standard Theft of motor vehicle,No weapon,3,24,M,76311.68,6245.15,0,,0,1
SAPS-2022-000094,2022-04-20,22:26:00,22,Wednesday,4,2022,Western Cape,Mitchells Plain,-33.935174710822,18.34511137454027,Sexual Offenses,Sexual assault,Standard Sexual assault,No weapon,1,42,M,2818.75,787.13,0,,0,0
SAPS-2022-000095,2022-10-12,22:30:00,22,Wednesday,10,2022,Eastern Cape,East London,-33.4068972321941,27.294431515906652,Robbery,Street robbery,Standard Street robbery,No weapon,1,23,M,83496.31,13746.94,0,,0,0
SAPS-2024-000096,2024-05-09,09:15:00,9,Thursday,5,2024,Gauteng,Soweto,-25.599581942836668,28.133101457273266,Property Crime,Theft out of motor vehicle,Standard Theft out of motor vehicle,Other,1,49,M,0.0,0.0,0,,0,0
SAPS-2023-000097,2023-01-19,12:26:00,12,Thursday,1,2023,Gauteng,Jeppe,-26.160970208951298,27.84920957461266,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Firearm,2,22,M,47013.51,8965.53,0,,0,0
SAPS-2022-000098,2022-08-01,20:40:00,20,Monday,8,2022,Gauteng,Jeppe,-25.77404432112976,28.397110259952576,Violent Crime,Attempted murder,Standard Attempted murder,Other,2,26,M,33854.73,6528.5,0,,0,0
SAPS-2024-000099,2024-07-26,07:49:00,7,Friday,7,2024,Limpopo,Lebowakgomo,-22.669370363602326,30.55975109171525,Property Crime,Housebreaking,Standard Housebreaking,Firearm,2,68,M,0.0,0.0,0,,1,0
SAPS-2023-000100,2023-01-27,05:41:00,5,Friday,1,2023,Western Cape,Bellville,-33.878984176922856,18.25048397899703,Sexual Offenses,Sexual assault,Standard Sexual assault,Blunt object,1,59,F,79934.24,10478.21,1,40.1,0,0
SAPS-2024-000101,2024-11-29,15:51:00,15,Friday,11,2024,Gauteng,Hillbrow,-26.338371285905385,28.39855418852708,Sexual Offenses,Sexual assault,Standard Sexual assault,Blunt object,3,45,M,99509.82,5387.16,1,10.1,0,0
SAPS-2023-000102,2023-12-21,10:28:00,10,Thursday,12,2023,Gauteng,Pretoria Central,-25.89357094034041,27.50919705161663,Contact Crime,Robbery with firearm,Standard Robbery with firearm,No weapon,8,40,F,98002.73,27869.17,1,57.7,1,0
SAPS-2024-000103,2024-06-16,21:43:00,21,Sunday,6,2024,Mpumalanga,Witbank,-25.898528457133967,30.32700353821611,Robbery,Business robbery,Standard Business robbery,Firearm,3,67,F,94946.71,922.46,1,41.0,1,0
SAPS-2023-000104,2023-10-06,18:25:00,18,Friday,10,2023,Western Cape,Cape Town Central,-34.197469208076896,18.2964848308505,Contact Crime,Common assault,Standard Common assault,Blunt object,2,19,M,38698.74,6520.81,1,24.2,1,0
SAPS-2022-000105,2022-06-01,09:54:00,9,Wednesday,6,2022,Northern Cape,Springbok,-27.902532421266827,22.767580790770772,Sexual Offenses,Rape,Standard Rape,No weapon,7,46,M,0.0,0.0,0,,1,0
SAPS-2022-000106,2022-11-19,22:54:00,22,Saturday,11,2022,KwaZulu-Natal,Durban Central,-29.6740193702487,30.72426930946056,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Knife,3,32,M,0.0,0.0,0,,0,0
SAPS-2022-000107,2022-09-23,17:35:00,17,Friday,9,2022,Western Cape,Khayelitsha,-33.84391038932623,18.34234945249808,Contact Crime,Robbery with firearm,Standard Robbery with firearm,Other,1,37,F,0.0,0.0,0,,0,0
SAPS-2022-000108,2022-06-01,23:41:00,23,Wednesday,6,2022,Eastern Cape,Gqeberha,-33.174600301840734,26.992982810236047,Robbery,Business robbery,Standard Business robbery,No weapon,3,40,M,0.0,0.0,0,,0,0
SAPS-2022-000109,2022-11-10,21:33:00,21,Thursday,11,2022,Gauteng,Hillbrow,-25.850367100952784,28.34922341049418,Sexual Offenses,Rape,Standard Rape,Blunt object,4,63,M,94090.41,25261.18,0,,1,0
SAPS-2024-000110,2024-12-28,19:39:00,19,Saturday,12,2024,KwaZulu-Natal,Chatsworth,-29.67119355384983,31.06830860333547,Violent Crime,Attempted murder,Standard Attempted murder,Firearm,1,55,M,62447.92,16898.42,1,83.2,0,1
SAPS-2024-000111,2024-05-03,19:49:00,19,Friday,5,2024,Mpumalanga,Nelspruit,-25.90632523217191,29.735431606118865,Robbery,Street robbery,Standard Street robbery,Other,2,58,F,0.0,0.0,1,22.8,0,0
SAPS-2024-000112,2024-08-09,17:30:00,17,Friday,8,2024,Western Cape,Nyanga,-34.06739881615914,18.34639378602745,Robbery,House robbery,Home invasion - night,Knife,1,38,F,0.0,0.0,0,,0,0
SAPS-2022-000113,2022-09-08,14:29:00,14,Thursday,9,2022,Gauteng,Soweto,-25.526989445247555,27.89309772466676,Contact Crime,Common assault,Standard Common assault,Blunt object,1,24,M,38414.98,7091.91,1,78.0,0,1
SAPS-2024-000114,2024-11-20,20:31:00,20,Wednesday,11,2024,Gauteng,Sandton,-25.607953444822886,28.131138625997263,Violent Crime,Attempted murder,Standard Attempted murder,No weapon,2,49,M,39324.22,5394.07,1,52.9,0,1
SAPS-2022-000115,2022-08-09,18:54:00,18,Tuesday,8,2022,Gauteng,Sandton,-25.70518869645835,28.002637093105193,Sexual Offenses,Sexual assault,Standard Sexual assault,No weapon,4,64,F,0.0,0.0,1,36.7,1,0
